_id,text,userid,screen_name,created_at,source,hashtags,symbols,user_mentions,lang,quote_count,reply_count,retweet_count,favorite_count,coordinates,reply,in_reply_to_user_id_str,in_reply_to_status_id_str,in_reply_to_screen_name,quote,quoted_status_id_str,RT,RT_source,nRTin
1334084189830918144,"@MarcoVigo14 #RAEconsultas Al ser la hache muda en esa interjección, no está justificada su repetición para representar gráficamente un alargamiento expresivo. Se suprimirá esa indicación en posteriores reimpresiones del «Libro de estilo».",350411337,RAEinforma,2020-12-02T10:37:11.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[13,26]}]",[],"[{""screen_name"":""MarcoVigo14"",""name"":""Marco Vigo"",""id"":{""$numberLong"":""1266860343583821827""},""id_str"":""1266860343583821827"",""indices"":[0,12]}]",es,0,0,0,0,,true,1266860343583821827,1333566664445751297,MarcoVigo14,false,,false,,0
1334084771991986177,"@Mecs2016 #RAEconsultas Como femenino de «juez», son válidos «(la) juez» y «(la) jueza». V. https://t.co/woy1wyIMTg.",350411337,RAEinforma,2020-12-02T10:39:30.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[10,23]}]",[],"[{""screen_name"":""Mecs2016"",""name"":""Mecs"",""id"":{""$numberLong"":""772948466091880452""},""id_str"":""772948466091880452"",""indices"":[0,9]}]",es,0,0,0,0,,true,772948466091880452,1334082930256322562,Mecs2016,false,,false,,0
1334084824643100672,"@Mecs2016 #RAEconsultas Gramaticalmente, el femenino de «médico» es «médica», tanto en usos adjetivos («consulta médica») como en usos sustantivos («Mi hermana es médica)»; por tanto, es esa la forma que debe usarse en referencia a la mujer que ejerce la medicina.",350411337,RAEinforma,2020-12-02T10:39:42.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[10,23]}]",[],"[{""screen_name"":""Mecs2016"",""name"":""Mecs"",""id"":{""$numberLong"":""772948466091880452""},""id_str"":""772948466091880452"",""indices"":[0,9]}]",es,0,0,0,0,,true,772948466091880452,1334082930256322562,Mecs2016,false,,false,,0
1334084975801536513,"@MarcoVigo14 #RAEconsultas Para este tipo de cuestiones sobre lenguajes formalizados y vocabulario técnico, le sugerimos que traslade su consulta a la Real Academia de Ciencias Exactas, Físicas y Naturales: https://t.co/wDzPkLppJf.",350411337,RAEinforma,2020-12-02T10:40:18.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[13,26]}]",[],"[{""screen_name"":""MarcoVigo14"",""name"":""Marco Vigo"",""id"":{""$numberLong"":""1266860343583821827""},""id_str"":""1266860343583821827"",""indices"":[0,12]}]",es,0,0,0,0,,true,1266860343583821827,1333808434530164743,MarcoVigo14,false,,false,,0
1334085660647575552,"@Big_Thor92 #RAEconsultas La etiqueta se documenta en la prensa política desde hace algunos años y, obviamente, usa el esquema de «extrema derecha/izquierda». No obstante, en estos casos, puesto que derecha e izquierda son los extremos del espectro político, tiene más sentido.",350411337,RAEinforma,2020-12-02T10:43:02.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[12,25]}]",[],"[{""screen_name"":""Big_Thor92"",""name"":""Víctor Arango"",""id"":346060145,""id_str"":""346060145"",""indices"":[0,11]}]",es,0,0,0,0,,true,346060145,1333891903792836611,Big_Thor92,false,,false,,0
1334041305400348673,"@Fwhllt #RAEconsultas Como diminutivos de «chau» (variante de «chao», voz que se usa como despedida informal) se documentan las formas «chaíto» y «chaucito» (con «c» se representa el interfijo situado entre la raíz y el sufijo de muchos diminutivos ).",350411337,RAEinforma,2020-12-02T07:46:47.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[8,21]}]",[],"[{""screen_name"":""Fwhllt"",""name"":""hells"",""id"":1312781870,""id_str"":""1312781870"",""indices"":[0,7]}]",es,3,0,2,32,,true,1312781870,1333535183501471746,Fwhllt,false,,false,,2
1334085782391427072,,72147962,PepeMtz_,2020-12-02T10:43:31.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,,,,,,,true,1334041305400348673,
1334085970912817161,"@maartacaarda #RAEconsultas La grafía correcta es «superbién», ya que los prefijos se escriben unidos sin guion a la base a la que afectan cuando esta es una sola palabra: https://t.co/eFE2PonHNd. Se escribe con tilde por tratarse de una palabra aguda terminada en «-n».",350411337,RAEinforma,2020-12-02T10:44:16.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[14,27]}]",[],"[{""screen_name"":""maartacaarda"",""name"":""Marta Carda"",""id"":{""$numberLong"":""1319614212205850624""},""id_str"":""1319614212205850624"",""indices"":[0,13]}]",es,0,0,0,0,,true,1319614212205850624,1334084245904613377,maartacaarda,false,,false,,3
1334086033663795201,,70764695,Lunatica_89,2020-12-02T10:44:31.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,,,,,,,true,1334085970912817161,
1334086400216608768,Gràcies @maartacaarda,1310197713561169921,LuciiaaAlarcon,2020-12-02T10:45:58.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],[],"[{""screen_name"":""maartacaarda"",""name"":""Marta Carda"",""id"":{""$numberLong"":""1319614212205850624""},""id_str"":""1319614212205850624"",""indices"":[8,21]}]",ca,0,0,0,0,,false,,,,true,,false,,0
1334086563714781184,"@ARafaelMorales #RAEconsultas Como diminutivo de «pan», son válidas las formas «panecito» (preferida en España) y «pancito» (preferida en América). Hay zonas, como Canarias o Guatemala, donde se usa también «panito».",350411337,RAEinforma,2020-12-02T10:46:37.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[16,29]}]",[],"[{""screen_name"":""ARafaelMorales"",""name"":""Rafael Morales Alaniz"",""id"":{""$numberLong"":""1062075602507689985""},""id_str"":""1062075602507689985"",""indices"":[0,15]}]",es,0,0,0,0,,true,1062075602507689985,1333877868032446466,ARafaelMorales,false,,false,,0
1334086714713837568,"@MissVSchmidt #RAEconsultas Salvo que se trate del título de una pintura concreta, lo indicado sería el uso de la minúscula.",350411337,RAEinforma,2020-12-02T10:47:13.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[14,27]}]",[],"[{""screen_name"":""MissVSchmidt"",""name"":""Montse Morales"",""id"":114086748,""id_str"":""114086748"",""indices"":[0,13]}]",es,0,0,0,0,,true,114086748,1333810857919201280,MissVSchmidt,false,,false,,0
1334086906854957056,,54307285,HANNIBALEITOR,2020-12-02T10:47:59.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,,,,,,,true,1334085970912817161,
1334087502806781952,@John_Mary_ #RAEconsultas El uso de coma para aislar los adjuntos en posición inicial es opcional.,350411337,RAEinforma,2020-12-02T10:50:21.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[12,25]}]",[],"[{""screen_name"":""John_Mary_"",""name"":""Juanmª"",""id"":579354334,""id_str"":""579354334"",""indices"":[0,11]}]",es,0,0,0,0,,true,579354334,1333510794135412739,John_Mary_,false,,false,,0
1334087635846000640,"@tonymasot #RAEconsultas Lo sentimos, pero solo se atienden dudas concretas sobre el uso correcto del español, no cuestiones teóricas, terminológicas o de análisis gramatical. Esperamos serle de utilidad en otra ocasión.",350411337,RAEinforma,2020-12-02T10:50:53.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[11,24]}]",[],"[{""screen_name"":""tonymasot"",""name"":""tony masot"",""id"":256116531,""id_str"":""256116531"",""indices"":[0,10]}]",es,0,0,0,0,,true,256116531,1333866746617487363,tonymasot,false,,false,,0
1334088246997954562,"@DannyProl #RAEconsultas La escritura de la voz «grupo» con mayúscula depende de que esta forme parte de la denominación del grupo de empresas o se trate de un mero categorizador. En este caso, es un mero categorizador, por lo que lo más adecuado sería el uso de minúsculas.",350411337,RAEinforma,2020-12-02T10:53:18.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[11,24]}]",[],"[{""screen_name"":""DannyProl"",""name"":""Danny Prol"",""id"":498835221,""id_str"":""498835221"",""indices"":[0,10]}]",es,0,0,0,0,,true,498835221,1333816961348800514,DannyProl,false,,false,,0
1334088352765775872,"@Naty_San_19 @PasapalabraA3 #RAEconsultas La forma correcta es «albóndiga»; la variante *«almóndiga» es un vulgarismo, esto es, una deformación propia del habla popular, cuyo uso debe evitarse en el habla culta. 1/2",350411337,RAEinforma,2020-12-02T10:53:44.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{""text"":""RAEconsultas"",""indices"":[28,41]}]",[],"[{""screen_name"":""Naty_San_19"",""name"":""Natalia Sánchez Puer"",""id"":886742341,""id_str"":""886742341"",""indices"":[0,12]},{""screen_name"":""PasapalabraA3"",""name"":""Pasapalabra"",""id"":{""$numberLong"":""1207618935920766976""},""id_str"":""1207618935920766976"",""indices"":[13,27]}]",es,0,0,0,0,,true,886742341,1333866248116056065,Naty_San_19,false,,false,,0
1334088425742413824,"@Naty_San_19 @PasapalabraA3 #RAEconsultas Aunque *«almóndiga» está en el dicc. académico desde «Autoridades» (1726), ya se decía ahí, s/v «albóndiga»: «... algunos pronuncian ""almóndiga"", corrompiendo más su origen sin bastante fundamento». Se ha mantenido esta variante vulgar en el «DLE» por tradición. 2/2",350411337,RAEinforma,2020-12-02T10:54:01.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{""text"":""RAEconsultas"",""indices"":[28,41]}]",[],"[{""screen_name"":""Naty_San_19"",""name"":""Natalia Sánchez Puer"",""id"":886742341,""id_str"":""886742341"",""indices"":[0,12]},{""screen_name"":""PasapalabraA3"",""name"":""Pasapalabra"",""id"":{""$numberLong"":""1207618935920766976""},""id_str"":""1207618935920766976"",""indices"":[13,27]}]",es,0,0,0,0,,true,350411337,1334088352765775872,RAEinforma,false,,false,,0
1334059973668696065,"@jhmaiz_ #RAEconsultas Nuestra recomendación es sustituir el extranjerismo no adaptado por una equivalencia en español, como «loción para después del afeitado» o «loción posafeitado».",350411337,RAEinforma,2020-12-02T09:00:58.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[9,22]}]",[],"[{""screen_name"":""jhmaiz_"",""name"":""𝔧Ⓗϻ𝕒íz"",""id"":{""$numberLong"":""1277862468853870597""},""id_str"":""1277862468853870597"",""indices"":[0,8]}]",es,0,0,2,16,,true,1277862468853870597,1333870762458034178,jhmaiz_,false,,false,,2
1334088676788277249,,2982053211,kpicardo11,2020-12-02T10:55:01.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,,,,,,,true,1334059973668696065,
1334089018255024131,"@Megop6 #RAEconsultas Los nombres propios están suficientemente delimitados por el uso de la mayúscula, por lo que no deben emplearse las comillas: Instituto de Cardiología Ignacio Chávez; Instituto Caro y Cuervo; Real Instituto Elcano; Unidad Educativa Juan Montalvo.",350411337,RAEinforma,2020-12-02T10:56:22.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[8,21]}]",[],"[{""screen_name"":""Megop6"",""name"":""Megop"",""id"":{""$numberLong"":""1272585142750625795""},""id_str"":""1272585142750625795"",""indices"":[0,7]}]",es,0,0,0,0,,true,1272585142750625795,1333860052650905603,Megop6,false,,false,,0
1334089426897674240,"@eladioebarriah #RAEconsultas 1. Lo normal sería interpretar «tú» como sujeto y no escribir comas. 2. Si se quiere indicar la omisión de una palabra malsonante o inconveniente, debe escribir «... no tomó vino, ¿entonces a qué m... vino?».",350411337,RAEinforma,2020-12-02T10:58:00.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{""text"":""RAEconsultas"",""indices"":[16,29]}]",[],"[{""screen_name"":""eladioebarriah"",""name"":""Eladio Barría"",""id"":574878437,""id_str"":""574878437"",""indices"":[0,15]}]",es,0,0,0,0,,true,574878437,1333612144005419010,eladioebarriah,false,,false,,0
1334089882759782401,"@joviedobravo #RAEconsultas En España, lo habitual es incluir una coma entre el nombre de la calle y el número, y entre el número y el piso: 
Calle Margaritas, 5, bajo A
Este uso es muy poco frecuente en América:
Calle Corrientes 483.",350411337,RAEinforma,2020-12-02T10:59:48.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[14,27]}]",[],"[{""screen_name"":""joviedobravo"",""name"":""Jorge Oviedo Bravo"",""id"":156772176,""id_str"":""156772176"",""indices"":[0,13]}]",es,0,0,0,0,,true,156772176,1333845695036596229,joviedobravo,false,,false,,0
1334089934861373443,"@yeims48 #RAEconsultas En ese caso, debe escribirse con tilde por tratarse del  el pronombre personal tónico «tú». No debe confundirse con el posesivo «tu»: «Tú eres el padre de Inés»; «Inés es tu hija».",350411337,RAEinforma,2020-12-02T11:00:01.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[9,22]}]",[],"[{""screen_name"":""yeims48"",""name"":""𝔖𝔞𝔫𝔱𝔦 ۞"",""id"":{""$numberLong"":""1084504233637040128""},""id_str"":""1084504233637040128"",""indices"":[0,8]}]",es,0,0,0,0,,true,1084504233637040128,1333854353787072513,yeims48,false,,false,,0
1331148376218460160,"@Javier_Edo89 #RAEconsultas El uso de la letra «x» como supuesta marca de género inclusivo es ajeno a la morfología del español, además de innecesario, pues el masculino gramatical (en ese caso «los niños») ya cumple esa función como término no marcado de la oposición de género.",350411337,RAEinforma,2020-11-24T08:11:19.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[14,27]}]",[],"[{""screen_name"":""Javier_Edo89"",""name"":""Javier González"",""id"":{""$numberLong"":""1096158517537460224""},""id_str"":""1096158517537460224"",""indices"":[0,13]}]",es,60,0,102,541,,true,1096158517537460224,1330974313688784899,Javier_Edo89,false,,false,,3
1334089959549104128,,4030034656,rxdzn_,2020-12-02T11:00:07.000Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,,,,,,,true,1331148376218460160,
1334090008928587776,"@yeims48 #RAEconsultas «Solo» puede ser adjetivo ('sin compañía') o adverbio ('únicamente'). El adjetivo no se tilda; el adverbio puede tildarse en casos de ambigüedad. Si no es ambiguo (como es el caso), no se justifica la tilde. Se recomienda no tildar nunca.",350411337,RAEinforma,2020-12-02T11:00:18.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[9,22]}]",[],"[{""screen_name"":""yeims48"",""name"":""𝔖𝔞𝔫𝔱𝔦 ۞"",""id"":{""$numberLong"":""1084504233637040128""},""id_str"":""1084504233637040128"",""indices"":[0,8]}]",es,0,0,0,0,,true,1084504233637040128,1333854353787072513,yeims48,false,,false,,0
1334090217565937665,,577491219,adolfoguzman12,2020-12-02T11:01:08.000Z,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,,,,,,,true,1334034386526867458,
1334090261077618699,"@Panversum #RAEconsultas Aunque la tendencia actual es prescindir del artículo ante los nombres de países, rasgo de los nombres propios prototípicos, muchos siguen admitiendo su uso opcional, como sucede con «(la) Argentina» o «(el) Perú».",350411337,RAEinforma,2020-12-02T11:01:19.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[11,24]}]",[],"[{""screen_name"":""Panversum"",""name"":""Remo Molero"",""id"":20721072,""id_str"":""20721072"",""indices"":[0,10]}]",es,0,0,0,0,,true,20721072,1333839321254797312,Panversum,false,,false,,0
1334090502216495107,"@DulceZamudio_ #RAEconsultas En español, como en muchas otras lenguas, el masculino gramatical es el término no marcado en la oposición de género, lo que faculta a esta forma para referirse genéricamente a seres de uno y otro sexo o a grupos mixtos independientemente de la proporción.",350411337,RAEinforma,2020-12-02T11:02:16.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{""text"":""RAEconsultas"",""indices"":[15,28]}]",[],"[{""screen_name"":""DulceZamudio_"",""name"":""Candy"",""id"":302774087,""id_str"":""302774087"",""indices"":[0,14]}]",es,0,0,0,0,,true,302774087,1333829291830861825,DulceZamudio_,false,,false,,0
1334090701496328198,"@JuanD0117 #RAEconsultas Como alternativa al inglés «ghosting» o al híbrido *«ghostear» ('romper una relación sin dar explicaciones, cortando toda comunicación'), pueden usarse exprs. como «desaparecer»/«esfumarse» («sin dejar rastro, sin previo aviso, de una día para otro»). 1/2",350411337,RAEinforma,2020-12-02T11:03:04.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{""text"":""RAEconsultas"",""indices"":[11,24]}]",[],"[{""screen_name"":""JuanD0117"",""name"":""Juan David Ospina González"",""id"":1222393836,""id_str"":""1222393836"",""indices"":[0,10]}]",es,0,0,0,0,,true,1222393836,1333827976719454208,JuanD0117,false,,false,,0
1334090818802442241,"@JuanD0117 #RAEconsultas También comienzan a usarse, como alternativas a «ghosting» y *«ghostear», los calcos «fantasmeo» y «fantasmear», siempre preferibles al anglicismo.  2/2",350411337,RAEinforma,2020-12-02T11:03:32.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{""text"":""RAEconsultas"",""indices"":[11,24]}]",[],"[{""screen_name"":""JuanD0117"",""name"":""Juan David Ospina González"",""id"":1222393836,""id_str"":""1222393836"",""indices"":[0,10]}]",es,0,0,0,0,,true,350411337,1334090701496328198,RAEinforma,false,,false,,1
1334091276451450880,@JesusRT94245906 #RAEconsultas Dos circunflejos se emplean en la creación de emoticonos para representar los ojos cerrados expresando felicidad o ternura.,350411337,RAEinforma,2020-12-02T11:05:21.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[17,30]}]",[],"[{""screen_name"":""JesusRT94245906"",""name"":""Jesús Ramos"",""id"":{""$numberLong"":""1188535970674728967""},""id_str"":""1188535970674728967"",""indices"":[0,16]}]",es,0,0,0,0,,true,1188535970674728967,1333870037216669702,JesusRT94245906,false,,false,,0
1334091316611977216,¡Pangeanic está disponible! https://t.co/EBEDwuBTWI #raeconsultas #eltrujamán,84134456,manuelhrrnz,2020-12-02T11:05:30.000Z,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>","[{""text"":""raeconsultas"",""indices"":[52,65]},{""text"":""eltrujamán"",""indices"":[66,77]}]",[],[],es,0,0,0,0,,false,,,,false,,false,,0
1334091625245642757,"@Beatriz02204769 #RAEconsultas Efectivamente, debe escribirse el punto tras las comillas de cierre.",350411337,RAEinforma,2020-12-02T11:06:44.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[17,30]}]",[],"[{""screen_name"":""Beatriz02204769"",""name"":""Beatriz Ramírez"",""id"":{""$numberLong"":""1277187042741534720""},""id_str"":""1277187042741534720"",""indices"":[0,16]}]",es,0,0,0,0,,true,1277187042741534720,1334087153387794434,Beatriz02204769,false,,false,,0
1334091652240203784,"@AndrsSandovalM2 #RAEconsultas En España se prefiere la escritura pospuesta y con espacio de separación de los símbolos monetarios: «10 $». En cambio, en América, por influjo anglosajón, suelen aparecer antepuestos y sin blanco de separación: «$10». 1/2",350411337,RAEinforma,2020-12-02T11:06:50.000Z,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","[{""text"":""RAEconsultas"",""indices"":[17,30]}]",[],"[{""screen_name"":""AndrsSandovalM2"",""name"":""Andrés Sandoval Montalván"",""id"":{""$numberLong"":""1198036090738876416""},""id_str"":""1198036090738876416"",""indices"":[0,16]}]",es,0,0,0,0,,true,1198036090738876416,1333871192718110720,AndrsSandovalM2,false,,false,,0
1334091714420744192,"@AndrsSandovalM2 #RAEconsultas Los símbolos monetarios trilíteros también pueden pueden aparecer tanto antepuestos como pospuestos, pero siempre separados por espacio: «13 MXN», «USD 20». 2/2",350411337,RAEinforma,2020-12-02T11:07:05.000Z,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{""text"":""RAEconsultas"",""indices"":[17,30]}]",[],"[{""screen_name"":""AndrsSandovalM2"",""name"":""Andrés Sandoval Montalván"",""id"":{""$numberLong"":""1198036090738876416""},""id_str"":""1198036090738876416"",""indices"":[0,16]}]",es,0,0,0,0,,true,350411337,1334091652240203784,RAEinforma,false,,false,,0
